test_1	
test_10	
test_100	auhmn mymum;«> many n mu. m..mmea mu mmm. my;mm . mm. mmon b“ 9mm. . lncomuvlk m.mum-a mm andway;sum m. Gianninimm mm.
test_11	[awed-JENens ‘PURIKIER l»;, Emma Mm .;MINIMUM 51156251217 UPAEI‘DE5TD WW magnet? 64;MW’N S‘fswau w m;(5:151;;T15TDPCH;mmMrr‘i5W0!!!
test_12	D‘uv Vnewmun/e m;V=Vnew;Ynuw vow/m
test_13	Img w;mom;um!;wman;wmlm hummlma;MM;sma;wm;mm;sw-;mum m.m. |u;ants;mt;are;Mg Ca;I ‘ lmna‘ ConlaﬂI—;e .n.m.;wet to num." .
test_14	End;Puxes;ﬁg“ 1;may 5;Place:;make 2;may i;Place:;Ken 1;men 3;Puxes;Puxes;5m;Basic Flowchart;may 2;men a;Puxes
test_15	African Society for Quality in Healthcare ASQHwww.ASQH.org;End;No;Documentatian;2nd Step;Documentation;Step 1;Sta rt;lst Step;4th Step;Step 2;Documentatian;Ves;3rd Step
test_16	ﬁg“ 1;End;Decsorw;men;ulo;5m;Advanced Flowchart;Puxess Step;suwuxess
test_17	. m-;stuuARus Gummzcnvzs:mmmmAssissmzmHump-1mm ‘ .mymmum;w: Dm;Lmm“. swims Ram;fr«ma-Imy HE
test_18	End kmm;9mm.;1 krmTv;scav
test_19	mp;Identifycandidmmodels;inumluzemodel;is hmcandidatehum-u ‘I;updatemodel;evaluatecandidawmodels
test_2	‘Is the5mmN”;I Fandoesn’twork I;a MM;Repairme Fan;Is therePowerSupply?    Waitfurlhe Powersupplyw resume;Noi 5mm thelzn
test_20	m".4;IY-um  n
test_21	New consensus;Vs;Wait;Disagree;Seek the compromise;Make an edit;lrwlement;Previous consensus;was the articleedilzd further?;Do you agree withme change?
test_22	END;READ N;START;PRINT F;NO;FrF"M     PRINT F
test_23	End;Input;Start;Plumes:;Plumes:
test_24	01de by Ednm;End I;No;&Ready m Gmmay\YES&;A‘avm ngs;Relay;Stan;Chmb om 0!Bed;Imes;Hm SmmzeBumm
test_25	End;Target Sector:;Increment Sector;No;Is target sector<max sedor’?;Yes;Increment 3 Vector;Start;Increment cyl der;Target head =;Increment head;No;Is the targethead < lhanmax head?;Yes
test_26	End;Delay;Proces;Process;Decision;Proces
test_27	mP: 1 house;Du aveesneed7Lcaulkm.;Sclal‘ae onnakng paim;FlakmgDaim’!;—2Clean all pamled surlaoes;Basic Flowcharting- House Painting;Pm gnmeron expmdwood;Ves;Exposedmm?;Andy néw cauk;Remo°ve oldcau‘k as needed
test_28	Mary paysforlhe plzza;mu pays forthe plzza;wuss;HEADS;/ \T055 3 comx/<
test_29	assignedHall= "Lincoln“;Vas Nusmﬂmemeqnesl —0y”;sluAge < 21;flﬁllﬂl S-‘Ih: MOSTLY COMPLETED FLOWCHART SEGMENT FOR RES¢DENCE HALL SELECTION;asswgnedHall= “mom";assignedHallGram";assignedHall= “Addams";Ves No— slquelRequesI —v"
test_3	Processing;Simple remngledew-bu an amen;In alcan: my;outputResult;Armws between boxes5mm sequence nf nclims;Pmcedurecall;No;Flowchan is xerminateaby Stan and End boxes;Ves
test_30	FlipwgCoin;STA;ND;Bill Pays;Marv Pays;lslhe Comhezds?;No;Ves
test_31	Simple Flaw Chan Template@£3
test_32	. Encode an: m(w tax 1ndsend u PK:ummumuame;9112' humanpmSnlld' hm"mam Sm an: man hex   Encode an: Inten Imx andand w PICmm:muamo;Sive' humanpm  load text ﬁle   Sm an: man hex;(i? a Wan bmmn messedk
test_33	ProcedureCall;A pm: is veymsrmed as ammnge and denmes any processor mm step to hammer! am,ADecision is repmsenxed as adiamond shape and indiummm" point hatwaen Me or mmyalhs in your ﬂvwchaﬂ dilgﬂm.;J—n n: Kennnxlenhowmzd 2n nmm m process ﬂow; and mpmemsUna conneclwlhll amumniclliymules heﬁween me ShapE; il mnneclx,usinga ligMangkd ling.;I mm the pm:I Hue sonnet“mules hem' using : rightIu. '_ _ l\I—Am . mum. pm'm mprogram shauld continuealong m2 0! m mules.;A wrilleloyam-shlped umdzmlex ailhenhe mm ormupm of imrmim in you!«warm aiamm,;DataProcessmg;A'kmlillakel has an ovi‘ shape andprogrimﬂowin your;ompmResult;APred eﬂPmss represemedas La dauhle lined rsctanglg and Mum amlvker for anvther process new arserves m procenﬂnwslsps mm mFormally Mina elsewhere. This Ship:zlxn commnn'y devins Suhvrocessex‘
test_34	End;Aﬂmn;A Basic Flowchart;End;mm.;sun;man;Datum“
test_35	Retum bat solution;Y5;Generate initial population;Meeting and of criterion?;No;Update velocity and position;Calculate M and a for each agent;Update the G, butand worst of the population.;Evaluate the ﬁtne§ for each agent
test_36	V25  Process 3;No  Process 2
test_37	VComputer‘Lis final;Are there anyNror messages?;nlmmgMower mm on?;Ves’;Does thecomputer turnon?;LFlowchart Example);--Check thecomputerPower cord;Perform aSearch for theerrormessage;Turn thecomputermonitor on;Yes;Yes
test_38	Input MarblMarluz;sum;End!;Output 101:!;Llarlu;marbl ,;Tohl :
test_39	Basic IRS Data Reduction Flow ChartAll Ins Modules;vss;I: m WoundswamWW?;mablduo‘md
test_4	Slmpl- Slmpk rum cum: Cumlng . mllllon Ihmmnl3mm .mmgmmu m...”.mmmww _.s,.,.,.m.mWWW‘77;me (9ngwer m39am or;Diamond;sun In Iwo nv;Much can Imore menProcess ca!aeaamg w:rams-e a pa‘;a: m .mu—mWWI-mm: ._< MHowm m wm Io make [hemWhalyou want .5 me AuxoSh-pes Tool hay. PuH down we lnsen Menuand man down In lure Menu SeleclAulnShapes and a mug menu ,wiH pop “Mm 3H um um you need Albemalely. you can mm on um .(90‘ Dav Iry ngm cuckmg on Ina Wm (00‘ bar men and mecklﬂg ma 'Drawing box ”is win pul (hstooli m we mom olWard an we lime.man howl do n;Reaanale;A process .5 m be mniedom 12.9 .aeaung memm: sentence ml 3MW);Paralle‘agram;m. dwecimn 01 new m m.Dmcgss  ellneun mnulwemlmn(e g.‘ mung resezrm) or.u mm anermm leg”priming a rough dmn om);Flam LmI;cm in amuse;m. bagmnmg or «a onProcess;use m Flmhan;Flvw cm BasicsName
test_40	
test_41	Stop;Step 6A;Ves;Step 2;Step4;Step 63;Step5;Step 1;Start;Sample;Flowchart;Step 3
test_42	do“;Euv Enim: oiind;6:1 Youlsand ms;En;: mum;:nmw.;I am.;Cost Added Only;Value Added
test_43	End;PmcessStep;Delay;Doonmem;PmcessStep;Transponauon#;PmcessStep;PmcessStep;PmcessStep;PmcessStep;Process Flow Diagram Template;? Stumge;Nu   PmcessStep;Dambase;Deasloiﬂ
test_44	Dams.;Acllan;Acuon;Aztlan
test_45	‘Is the5mmN”;I Fandoesn’twork I;a MM;Repairme Fan;Is therePowerSupply?    Waitfurlhe Powersupplyw resume;Noi 5mm thelzn
test_46	Stun;Deter He the sum;Rnll the dice;Prnhahility :;<lf sum :;no
test_47	mun—y;Smpphug;Em;Bur!;No;unison-nun.;Flynn-m;No
test_48	D‘uv Vnewmun/e m;V=Vnew;Ynuw vow/m
test_49	End;Puxes;ﬁg“ 1;may 5;Place:;make 2;may i;Place:;Ken 1;men 3;Puxes;Puxes;5m;Basic Flowchart;may 2;men a;Puxes
test_5	Stun;Deter He the sum;Rnll the dice;Prnhahility :;<lf sum :;no
test_50	African Society for Quality in Healthcare ASQHwww.ASQH.org;End;No;Documentatian;2nd Step;Documentation;Step 1;Sta rt;lst Step;4th Step;Step 2;Documentatian;Ves;3rd Step
test_51	End kmm;9mm.;1 krmTv;scav
test_52	New consensus;Vs;Wait;Disagree;Seek the compromise;Make an edit;lrwlement;Previous consensus;was the articleedilzd further?;Do you agree withme change?
test_53	END;READ N;START;PRINT F;NO;FrF"M     PRINT F
test_54	01de by Ednm;End I;No;&Ready m Gmmay\YES&;A‘avm ngs;Relay;Stan;Chmb om 0!Bed;Imes;Hm SmmzeBumm
test_55	End;Target Sector:;Increment Sector;No;Is target sector<max sedor’?;Yes;Increment 3 Vector;Start;Increment cyl der;Target head =;Increment head;No;Is the targethead < lhanmax head?;Yes
test_56	End;Delay;Proces;Process;Decision;Proces
test_57	mP: 1 house;Du aveesneed7Lcaulkm.;Sclal‘ae onnakng paim;FlakmgDaim’!;—2Clean all pamled surlaoes;Basic Flowcharting- House Painting;Pm gnmeron expmdwood;Ves;Exposedmm?;Andy néw cauk;Remo°ve oldcau‘k as needed
test_58	Mary paysforlhe plzza;mu pays forthe plzza;wuss;HEADS;/ \T055 3 comx/<
test_59	assignedHall= "Lincoln“;Vas Nusmﬂmemeqnesl —0y”;sluAge < 21;flﬁllﬂl S-‘Ih: MOSTLY COMPLETED FLOWCHART SEGMENT FOR RES¢DENCE HALL SELECTION;asswgnedHall= “mom";assignedHallGram";assignedHall= “Addams";Ves No— slquelRequesI —v"
test_6	End;Pmnlmans:mus;suman nosnpmns  FaunmunAm ac;Femmacawrowan-s;m Lam «anarm.sums   Pswelens mgmum nae;OldevR ece wed
test_60	FlipwgCoin;STA;ND;Bill Pays;Marv Pays;lslhe Comhezds?;No;Ves
test_61	Simple Flaw Chan Template@£3
test_62	. Encode an: m(w tax 1ndsend u PK:ummumuame;9112' humanpmSnlld' hm"mam Sm an: man hex   Encode an: Inten Imx andand w PICmm:muamo;Sive' humanpm  load text ﬁle   Sm an: man hex;(i? a Wan bmmn messedk
test_63	End;Aﬂmn;A Basic Flowchart;End;mm.;sun;man;Datum“
test_64	Retum bat solution;Y5;Generate initial population;Meeting and of criterion?;No;Update velocity and position;Calculate M and a for each agent;Update the G, butand worst of the population.;Evaluate the ﬁtne§ for each agent
test_65	GITDZ;m(<or;A>B;HUNTA;mu;udidsa riﬂmfurthagmaarmmmgormdmnmtxs;CDTOZ;A‘
test_66	VComputer‘Lis final;Are there anyNror messages?;nlmmgMower mm on?;Ves’;Does thecomputer turnon?;LFlowchart Example);--Check thecomputerPower cord;Perform aSearch for theerrormessage;Turn thecomputermonitor on;Yes;Yes
test_67	Input MarblMarluz;sum;End!;Output 101:!;Llarlu;marbl ,;Tohl :
test_68	Basic IRS Data Reduction Flow ChartAll Ins Modules;vss;I: m WoundswamWW?;mablduo‘md
test_69	Stop;Step 6A;Ves;Step 2;Step4;Step 63;Step5;Step 1;Start;Sample;Flowchart;Step 3
test_7	nxiDriver;‘0;OpelamlMakesBanking;WorksutionDeskmp;TaxiDriver;Hooking byPhone;cusmmers;Tixl ServlceServer
test_70	do“;Euv Enim: oiind;6:1 Youlsand ms;En;: mum;:nmw.;I am.;Cost Added Only;Value Added
test_71	End;PmcessStep;Delay;Doonmem;PmcessStep;Transponauon#;PmcessStep;PmcessStep;PmcessStep;PmcessStep;Process Flow Diagram Template;? Stumge;Nu   PmcessStep;Dambase;Deasloiﬂ
test_72	Dams.;Acllan;Acuon;Aztlan
test_73	‘Is the5mmN”;I Fandoesn’twork I;a MM;Repairme Fan;Is therePowerSupply?    Waitfurlhe Powersupplyw resume;Noi 5mm thelzn
test_74	Processing;Simple remngledew-bu an amen;In alcan: my;outputResult;Armws between boxes5mm sequence nf nclims;Pmcedurecall;No;Flowchan is xerminateaby Stan and End boxes;Ves
test_75	nxiDriver;‘0;OpelamlMakesBanking;WorksutionDeskmp;TaxiDriver;Hooking byPhone;cusmmers;Tixl ServlceServer
test_76	mun—y;Smpphug;Em;Bur!;No;unison-nun.;Flynn-m;No
test_77	D‘uv Vnewmun/e m;V=Vnew;Ynuw vow/m
test_78	Img w;mom;um!;wman;wmlm hummlma;MM;sma;wm;mm;sw-;mum m.m. |u;ants;mt;are;Mg Ca;I ‘ lmna‘ ConlaﬂI—;e .n.m.;wet to num." .
test_79	Onnc|us ons andIecommenda ’ons;Model update;:1:Model seI-up(SB & NH):l:;Dam-analysis;1 3 Objeclive;Simulations
test_8	7%6 emu;4mm);crane DronaDncumenhklnn;11m;omwarehouseT;mum: pmjmsums;project ls Creaud —;“7S|gn on an prunes:chuck poi-us;Projec:;Project Management Process Flow Chart;an an on proca- .Check palm;;Adjust ProjectScmul: .-lean-[Md;cum-n Mani-manocumqm Agendas| Mun-nu;Aulgn Tnkl/vrnnenu;(mam)
test_80	aides;[Womb 611% (©QO
test_81	
test_82	End;[Ensummmangsmn ’head ndthzathzn: 1am);Toss CO H;sun;mu pays forlhePizza;Mary pavsfar thePizza;Ves;A. landedwith 'hezds'and the top
test_83	END;HNo ‘;YES;ISA>C?k;£8.;ISA>B?;ISB>C?;$READ A.B.C\;START;PRINT C\;$PRINTA\;lPRINT BNO
test_84	. “Ionianx';»; nuwoman3 vdymm mum: .“umn';llillll 54M: MOSTLY COMPLETED FLOWCHART SEGMENT FOR RES‘DENCE HALL SELECTVON
test_85	snap;me so mad:;NOrm;vrwumm mm;Us! MODE
test_86	Pay;ovdu Mes;Warn cm Wm.than;emu <omho meal;om, bmgu;‘ ”,me- Cnunlu;; Appmath can"...;Ordering a BurgerImproved Process;Ordering a Burgerom Process;am" 2 dnnk;Wm . drink?;pay
test_87	END;EH;STAR“;READ N;END;, M=M+1NO.7;F=F"MYESPRINT F
test_88	Flowchart
test_89	End;Start;Flowchart;Yes;"I'emp‘
test_9	mun—y;Smpphug;Em;Bur!;No;unison-nun.;Flynn-m;No
test_90	Slop;Sum processing the signal;Start;Yes;\Dcuslun& Cumml. I
test_91	Na;v.5;v:;v.;mum:;0mm Syn;Fab
test_92	Return to ma;I Ves;Pre-flighﬂ;Ves;Receive ﬂ;> P's-press ‘req’d?4;Order In;ProofApproved?;Yes;Prong;Passes Pre;flight?; 4
test_93	add ‘ «n;sun;wnuemu;End
test_94	n smnmnI smm;Down‘oad (mmDreams1ime.cnm;@wa
test_95	End;leeﬁ step 5;Choke 2;Process step 4;Process step 3;Pmcess Step 1;Start;Basic Flowchart;leeﬁ step 6;Pmcess step 2
test_96	minimum;yes;sin-nip;Lani.;Yes;mmzmi.;sum;am annun-n1
test_97	Page 58;dealing with a nonifunctioning lamp;’VC;rt;A simple flowchart representing a process for;Yes
test_98	4—“;;w: In.no: mmNaJ—;Lm;mm":m u);may. L;nunm;GM;ma
test_99	\PVOMOHOA‘;Price;739dMow kQJF;P’QCQ.;Produd: